case_id,inner_solution,time_s,interface_points,H_m,H_mm,diagnostic_interface_height_m,diagnostic_interface_height_mm,near_top
D1,1,0.0,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,2,0.00010000000000000002,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,3,0.0002,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,4,0.00030000000000000003,11,8.474977502194331e-05,0.08474977502194331,8.474977502194331e-05,0.08474977502194331,False
D1,5,0.0004,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,6,0.0005,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,7,0.0006000000000000001,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,8,0.0007,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,9,0.0008,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,10,0.0009000000000000001,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,11,0.001,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,12,0.0011,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,13,0.0012000000000000001,11,8.474977502194331e-05,0.08474977502194331,8.474977502194331e-05,0.08474977502194331,False
D1,14,0.0013000000000000002,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,15,0.0014,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,16,0.0015,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,17,0.0016,11,8.474977502194334e-05,0.08474977502194334,8.474977502194334e-05,0.08474977502194334,False
D1,18,0.0017000000000000001,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,19,0.0018000000000000002,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,20,0.0019,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,21,0.002,11,8.474977502194334e-05,0.08474977502194334,8.474977502194334e-05,0.08474977502194334,False
D1,22,0.0021000000000000003,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,23,0.0022,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,24,0.0023,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,25,0.0024000000000000002,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,26,0.0025,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,27,0.0026000000000000003,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,28,0.0027,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,29,0.0028,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,30,0.0029000000000000002,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,31,0.003,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,32,0.0031000000000000003,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,33,0.0032,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,34,0.0033,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,35,0.0034000000000000002,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,36,0.0035,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,37,0.0036000000000000003,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,38,0.0037,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,39,0.0038,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,40,0.0039000000000000003,11,8.474977502194332e-05,0.08474977502194332,8.474977502194332e-05,0.08474977502194332,False
D1,41,0.004,12,0.0001532150648842898,0.15321506488428982,0.0001532150648842898,0.15321506488428982,False
D1,42,0.0041,12,0.0001532150648842898,0.15321506488428982,0.0001532150648842898,0.15321506488428982,False
D1,43,0.004200000000000001,12,0.0001532150648842898,0.15321506488428982,0.0001532150648842898,0.15321506488428982,False
D1,44,0.0043,12,0.0001532150648842898,0.15321506488428982,0.0001532150648842898,0.15321506488428982,False
D1,45,0.0044,12,0.00015321506488428984,0.15321506488428985,0.00015321506488428984,0.15321506488428985,False
D1,46,0.0045000000000000005,12,0.0001532150648842898,0.15321506488428982,0.0001532150648842898,0.15321506488428982,False
D1,47,0.0046,12,0.0001532150648842898,0.15321506488428982,0.0001532150648842898,0.15321506488428982,False
D1,48,0.0047,12,0.0001532150648842898,0.15321506488428982,0.0001532150648842898,0.15321506488428982,False
D1,49,0.0048000000000000004,12,0.0001532150648842898,0.15321506488428982,0.0001532150648842898,0.15321506488428982,False
D1,50,0.0049,13,0.0001532150648842898,0.15321506488428982,0.0001532150648842898,0.15321506488428982,False
D1,51,0.005,14,0.0001532150648842898,0.15321506488428982,0.0001532150648842898,0.15321506488428982,False
